F/C EXP;F/C IC;F/C LS/HS;F/C FSP;F/C FSV;F/C FT;F/C CD;F/C TRAIN;F/C RAW;F/C ST;F ST;SDRV SD;SDRV[14:9];SDRV[8:0];TTM;SPV XYV;SPV XYW;SPV SI;SPV SDX;SPV SDY ;CDD;STM;STATE RDY;STATE DRV;STATE FYV;STATE FXV;STATE FYW;STATE FXW;STATE FI;STATE ST;TEMP0;TEMP1;SUNX;SUNY;SUNX1;SUNY1;SUNX2;SUNY2;SUNVX;SUNVY;SUNI;ECC_ERR;CDS;RADDR;EADDR
4;1;1;1;0;0;0;0;0;0;1;0;1;28;23724;6;2;3;4;0;37396;2176089323;0;0;0;0;1;0;0;3;114;137;51939;33539;46969;7838;58931;43366;50408;27170;53150;55288;27511;4527;0
3;2;1;1;0;0;0;0;0;0;1;0;1;146;3826;6;1;3;15;2;3454;1180578869;0;0;1;1;0;1;1;3;127;84;45230;1672;16998;35973;40317;35394;55637;65131;8372;56037;65493;15971;0
2;3;1;1;0;0;0;0;0;0;1;1;1;205;12116;3;3;0;13;7;938;418045720;1;0;1;0;0;1;0;1;117;135;14445;42116;14458;12687;25001;29173;24178;16634;7337;56577;60153;21595;0
1;4;1;1;0;0;0;0;0;0;0;0;1;77;35729;5;1;2;9;0;51900;3397256965;1;1;1;0;0;0;1;5;195;160;19702;51045;13151;44088;65202;32031;49794;14307;15237;61089;60676;56346;0
0;5;1;1;0;0;0;0;0;0;1;0;1;103;30514;1;1;3;12;12;4587;1165548809;1;0;1;0;0;0;0;5;84;46;36986;31556;40672;8010;48680;17577;8492;7558;51363;27876;5595;49366;0
31;5;1;1;0;0;0;0;0;0;0;0;1;168;58306;3;1;1;10;1;52507;1810305119;1;1;1;1;0;1;0;7;174;179;23532;45374;34294;372;45404;57981;58514;48372;30641;31760;18911;18307;0
29;7;1;1;0;0;0;0;0;0;1;0;1;226;31560;5;1;3;0;0;46491;917294162;0;1;1;1;1;0;1;7;46;42;62445;62915;50051;11506;7377;41814;57948;50756;14577;41064;41618;19054;0
28;0;0;0;1;0;0;0;0;0;1;0;2;124;25708;3;3;0;3;11;59184;2044356163;0;1;1;1;1;0;1;0;164;211;17685;28112;30927;22859;53459;10630;28945;1943;53306;45734;9060;15989;0
26;2;0;0;1;0;0;0;0;0;1;0;2;31;32187;2;1;1;2;7;45013;3786000540;0;0;0;0;0;1;0;2;112;157;5186;13284;60783;25496;57850;826;56534;42618;1498;3648;31551;57658;0
25;3;0;0;1;0;0;0;0;0;1;1;2;203;34768;0;3;2;10;1;7374;2854112998;1;1;0;1;1;1;1;4;15;220;17093;23954;25522;52134;33502;39553;51142;27468;8577;47943;20454;21003;0
23;5;0;0;1;0;0;0;0;0;1;1;2;48;14669;0;1;3;3;13;1596;875292221;0;0;1;0;0;1;0;2;124;23;33234;29910;62667;52403;41057;56153;48350;62359;1068;21388;41508;47869;0
22;6;0;0;1;0;0;0;0;0;1;0;2;87;16529;5;2;3;8;2;29993;3664366566;0;1;1;0;0;1;1;1;102;178;60206;35716;41194;33209;63539;40967;65474;18551;11945;10276;11687;50585;0
21;7;0;0;1;0;0;0;0;0;0;0;2;111;8243;1;3;0;4;9;43185;3768592791;1;0;0;0;1;0;0;6;25;78;55640;51347;58979;13612;7809;55539;53400;24706;35708;8645;53958;43325;0
20;0;1;0;1;0;0;0;0;0;1;0;2;167;19521;2;0;1;1;0;65309;1160921941;0;1;1;0;0;0;0;7;216;78;38849;25660;61409;12923;42518;4777;54465;20220;22491;5073;16677;24749;0
16;4;1;0;1;0;0;0;0;0;0;0;2;22;64898;1;3;0;15;3;21556;2398701874;1;1;1;1;1;1;0;6;55;162;44862;55360;57434;10110;18590;11930;33840;61769;3412;10876;39865;3838;0
15;5;1;0;1;0;0;0;0;0;0;1;2;117;59575;3;1;1;5;3;15620;2906786483;1;1;0;0;0;0;0;4;26;132;56308;5440;7077;13686;45642;17245;43686;59498;50956;15113;37624;11399;0
14;6;1;0;1;0;0;0;0;0;0;1;2;66;31940;0;2;3;0;6;39300;119063606;0;1;0;0;0;1;1;2;163;148;59595;1394;26243;6549;22503;22086;8762;43512;20389;15999;16719;35272;0
13;7;1;0;1;0;0;0;0;0;0;1;2;238;17840;7;3;0;12;7;60174;543716897;1;1;0;0;0;0;1;4;228;14;11033;17009;40298;58554;10909;63500;34318;24056;46559;30689;51266;43228;0
12;0;0;1;1;0;0;0;0;0;1;0;3;132;6591;3;2;0;2;3;9956;101218822;0;0;0;1;0;1;1;0;44;89;62601;22773;14129;17739;5671;62289;30902;35245;13495;45896;59147;6431;0
11;1;0;1;1;0;0;0;0;0;1;0;3;185;40544;3;0;1;5;1;43928;3473173782;1;1;0;1;0;0;0;3;102;43;59168;64375;64684;22382;61457;13464;44984;25186;4090;17093;23954;25522;0
10;2;0;1;1;0;0;0;0;0;0;0;3;35;31435;6;2;3;5;15;47629;953121255;1;1;1;0;0;1;1;2;89;36;44734;6684;14663;36026;55086;3553;53545;62255;20116;38187;25622;42093;0
9;3;0;1;1;0;0;0;0;0;0;0;3;18;18600;7;1;3;12;2;58413;830473224;0;0;0;0;0;0;1;2;128;244;57814;9332;30653;55165;43762;11906;24693;26164;21953;49616;65200;30894;0
8;4;0;1;1;0;0;0;0;0;1;1;3;222;61116;2;1;3;10;7;38146;768779976;1;0;0;1;1;1;0;6;16;92;20658;5746;13268;53568;62766;33408;62053;12913;17654;28617;7413;17846;0
7;5;0;1;1;0;0;0;0;0;0;0;3;47;59477;6;0;0;6;10;21040;1706758648;1;0;0;1;1;1;1;6;19;167;35282;10230;61282;49732;19586;13316;63948;39586;35095;22752;16193;16446;0
6;6;0;1;1;0;0;0;0;0;1;0;3;21;42064;1;0;1;0;9;43266;2707272066;1;0;0;1;0;0;0;3;156;238;39036;4329;18271;9920;23164;61923;49663;1025;15838;50187;22183;23472;0
5;7;0;1;1;0;0;0;0;0;0;0;3;35;3635;2;0;3;1;8;55552;190933855;1;0;1;0;1;0;1;7;102;198;7744;7919;21856;13093;65303;56876;21465;46127;15121;28250;44873;11227;0
4;0;1;1;1;0;0;0;0;0;0;1;3;116;19355;5;1;0;11;3;55634;1084667048;1;1;1;1;1;0;0;3;55;176;55617;56326;22592;20472;44084;60621;53037;60032;10554;31449;34774;35972;0
3;1;1;1;1;0;0;0;0;0;1;0;3;115;1483;1;0;1;6;9;62659;2170173634;1;1;1;1;0;0;1;1;14;47;32149;29283;51537;2808;10262;42496;348;58232;37123;8935;62264;7273;0
2;2;1;1;1;0;0;0;0;0;1;1;3;104;47251;4;1;0;7;7;0;2576416769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;3;1;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;4;1;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42880;51206;9041;0;0
31;4;1;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;5;1;1;1;0;0;0;0;0;0;0;3;0;12442;2;3;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;6;1;1;1;0;0;0;0;0;0;1;3;88;0;0;0;0;0;0;0;2836398088;0;1;1;0;1;0;0;0;1;23;0;0;0;0;0;0;0;0;11424;54;24576;5243;0
28;7;1;1;1;0;0;0;0;0;0;0;3;0;578;0;3;0;8;3;0;36712;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;1;0;0;0;1;0;0;0;0;0;0;4;0;0;1;2;3;2;10;0;0;0;1;0;1;1;0;0;5;0;1;60640;23;0;0;0;0;0;65535;28284;11425;58286;1048;0
25;2;0;0;0;1;0;0;0;0;0;1;4;5;1135;5;2;2;5;9;21146;3943327594;1;0;0;1;0;1;1;5;61;60;47967;9899;12062;4375;53531;33978;33193;49692;40556;53470;48618;59526;0
24;3;0;0;0;1;0;0;0;0;1;0;4;124;41187;0;3;1;2;1;9553;1722793848;0;0;1;0;1;0;0;5;116;64;60789;21380;37643;10264;49682;14448;24535;42276;37288;12416;33351;24167;0
23;4;0;0;0;1;0;0;0;0;0;1;4;114;63142;7;1;0;7;7;16200;1828475221;1;1;1;0;0;1;0;0;43;157;49249;58497;34484;36447;16531;55308;24617;47214;31478;65249;8157;36339;0
22;5;0;0;0;1;0;0;0;0;1;1;4;0;19000;3;0;3;0;10;64548;4245581133;1;1;1;1;0;0;1;7;168;38;19264;38640;11241;22777;10633;28585;50882;14151;52505;43288;8570;8062;0
21;6;0;0;0;1;0;0;0;0;1;1;4;80;45237;0;3;3;6;6;47504;1527213014;1;1;1;1;0;0;0;2;135;105;6557;50961;8294;63691;29724;1430;20606;26213;43993;60254;1496;64915;0
18;1;1;0;0;1;0;0;0;0;0;1;4;219;17179;7;0;3;11;5;64630;690853469;0;0;0;0;1;1;0;7;71;208;31060;56763;18673;18532;36448;13959;21746;20371;31884;19650;44845;31056;0
17;2;1;0;0;1;0;0;0;0;1;1;4;67;43299;3;0;1;13;14;2600;345158278;1;1;0;0;0;0;0;6;109;109;17478;39508;33508;44603;30245;4765;19469;35965;16001;19811;60048;33021;0
8;3;0;1;0;1;0;0;0;0;0;1;5;126;26347;4;3;1;13;5;50615;3202343356;0;0;1;1;1;0;1;0;57;58;30465;34845;12768;10619;29109;43218;59739;32889;48735;47614;18922;53164;0
7;4;0;1;0;1;0;0;0;0;1;0;5;140;5379;5;3;3;4;11;38293;3563713709;1;0;0;0;0;0;0;4;39;47;50165;3346;28539;28226;11686;17692;61190;13625;50712;36513;58016;47392;0
6;5;0;1;0;1;0;0;0;0;0;0;5;66;37995;3;1;0;15;3;43750;3931261643;0;1;1;1;1;0;1;5;179;212;5907;52446;35999;47686;55721;43345;28060;35639;734;63806;47838;40073;0
5;6;0;1;0;1;0;0;0;0;0;1;5;61;49496;3;0;1;8;6;37938;3606195463;0;1;0;0;0;0;0;1;111;244;24299;46220;39842;25993;60214;58455;53056;54863;8454;1541;10179;62591;0
4;7;0;1;0;1;0;0;0;0;0;0;5;126;7878;5;1;0;0;6;14702;2533630689;0;1;1;0;1;1;1;7;232;223;41752;65444;50588;5470;43444;30287;35437;62419;48053;57962;29425;45329;0
3;0;1;1;0;1;0;0;0;0;0;0;5;168;1946;1;2;3;12;8;27678;165204035;1;0;0;0;1;0;0;5;95;141;4042;36866;34914;40506;52994;29631;14854;7947;37693;44441;16952;19193;0
2;1;1;1;0;1;0;0;0;0;0;0;5;78;4998;4;3;1;6;5;10337;119192205;1;1;1;1;1;0;1;5;248;7;30849;32670;11231;9147;56561;15368;14936;25915;8197;58982;65092;2958;0
1;2;1;1;0;1;0;0;0;0;1;1;5;93;16995;2;2;0;11;5;11565;1106531622;1;0;0;0;1;0;1;2;202;67;40985;6683;64313;8859;49904;46062;3887;12959;46121;51114;54105;60193;0
0;3;1;1;0;1;0;0;0;0;0;0;5;168;38607;3;0;3;15;8;12575;3873315636;1;0;0;1;0;0;0;7;203;221;24845;36619;42416;41709;49620;13551;8234;59108;7281;14950;19140;22533;0
31;3;1;1;0;1;0;0;0;0;1;0;5;160;61123;4;1;0;10;11;52042;2718610634;0;0;1;1;1;1;0;7;65;163;46320;51787;15370;38409;41688;3191;59442;22433;54932;37219;337;37627;0
30;4;1;1;0;1;0;0;0;0;1;0;5;40;33799;2;3;0;8;4;4438;1235509937;1;1;1;1;0;0;1;1;130;107;11595;50823;62336;35761;23524;6727;39269;56482;2297;12374;65232;45361;0
29;5;1;1;0;1;0;0;0;0;0;1;5;134;34964;5;1;1;7;2;60094;4115201186;1;1;1;1;0;1;1;3;242;44;35262;1607;56397;41083;13825;45905;36916;14875;40981;58821;15566;3409;0
28;6;1;1;0;1;0;0;0;0;0;0;5;19;4028;5;1;1;6;0;192;348847857;1;0;1;1;1;0;1;6;111;235;32296;47064;23467;19199;39640;48326;45104;13559;62243;34937;56826;55832;0
27;7;1;1;0;1;0;0;0;0;1;1;5;38;22777;4;0;0;5;9;23567;2387094462;0;0;0;1;0;0;1;2;219;129;16761;58486;18290;35682;11679;27493;13078;19441;30123;25841;59136;58307;0
26;0;0;0;1;1;0;0;0;0;1;0;6;167;55397;0;2;0;4;15;60766;103273923;1;0;1;0;1;0;1;5;55;169;65242;36864;61367;52677;4993;55370;30454;32087;12967;9223;19635;25790;0
25;1;0;0;1;1;0;0;0;0;0;0;6;221;3047;6;1;0;1;9;43999;3668262276;0;0;0;0;1;0;1;1;214;90;23783;58817;50730;33178;37087;13336;21962;2380;30055;40251;8178;63306;0
24;2;0;0;1;1;0;0;0;0;1;1;6;99;2142;4;2;3;6;13;20229;1237016406;0;1;0;1;1;0;1;6;92;152;3086;13640;21234;9914;14110;24775;55705;10416;46702;53096;46211;32655;0
23;3;0;0;1;1;0;0;0;0;0;0;6;118;34297;6;0;2;14;3;56634;2328585839;1;0;0;1;0;0;0;0;183;147;5660;58212;38709;21705;40289;5459;27653;41851;3867;3823;35359;17482;0
22;4;0;0;1;1;0;0;0;0;0;0;6;200;17646;6;1;3;14;6;27203;3345693224;1;1;1;0;1;1;1;2;57;13;44263;22926;33687;46619;59708;5656;24384;3105;13215;55128;1101;52936;0
21;5;0;0;1;1;0;0;0;0;1;0;6;90;32342;7;2;2;10;8;123;3516141184;0;1;0;0;1;1;1;7;126;137;23539;59569;42637;34111;12249;40975;51445;31255;53863;42849;63713;60037;0
20;6;0;0;1;1;0;0;0;0;1;0;6;91;51566;0;1;2;2;5;63536;1544405578;0;0;1;1;1;1;1;5;181;43;53626;37750;19777;13272;12656;53188;21623;9340;57235;59434;20635;64307;0
19;7;0;0;1;1;0;0;0;0;0;0;6;67;38937;3;1;0;4;15;14523;788684361;1;1;0;0;1;1;0;0;154;23;25383;18939;26599;12289;19357;18705;426;35114;42884;27537;34833;17087;0
18;0;1;0;1;1;0;0;0;0;0;1;6;164;34720;0;3;3;5;11;20865;1702777794;1;0;0;0;0;0;1;0;81;181;20208;23445;39848;12269;11867;45248;60968;8457;56942;9183;52545;60314;0
17;1;1;0;1;1;0;0;0;0;0;0;6;223;45026;7;0;2;10;12;49822;629987063;1;0;0;1;0;1;1;0;80;109;48420;43845;19137;32594;58481;41820;54833;5719;15165;8287;48530;22846;0
16;2;1;0;1;1;0;0;0;0;1;0;6;175;59717;1;1;0;6;15;8806;2448872195;1;0;1;0;1;1;1;3;195;227;47248;40707;27994;59417;12767;26696;34092;54162;26414;25912;28809;22271;0
15;3;1;0;1;1;0;0;0;0;0;1;6;61;23247;5;3;2;13;5;37207;165419943;0;0;0;0;0;0;0;0;7;113;352;40971;59560;33492;6388;4819;8203;51942;5489;40484;18806;33113;0
14;4;1;0;1;1;0;0;0;0;0;0;6;222;59744;5;1;0;0;8;46099;3505118315;0;1;0;1;0;1;1;5;222;119;50303;50495;143;4100;18488;22728;25220;39117;3039;8198;12099;37500;0
13;5;1;0;1;1;0;0;0;0;0;0;6;249;37266;2;2;0;5;8;3649;1699995160;1;1;0;1;1;0;1;6;155;51;12;46109;7307;1387;55576;39186;51289;52691;1164;62076;33816;48602;0
12;6;1;0;1;1;0;0;0;0;1;0;6;31;8329;7;2;2;6;4;57825;11958661;0;0;0;1;0;0;1;3;245;199;28025;5116;4650;15234;1264;36789;14517;18191;15917;19364;32828;33614;0
11;7;1;0;1;1;0;0;0;0;1;0;6;22;29079;4;3;0;2;12;31106;882291121;1;1;0;1;1;1;0;3;189;41;14180;39559;38887;28182;37896;51243;494;47490;6223;53106;1655;32810;0
10;0;0;1;1;1;0;0;0;0;1;1;7;175;33005;3;3;3;14;1;18353;1830032648;0;0;0;1;1;1;0;3;79;102;48479;26296;3582;520;22576;8198;11551;26252;56885;26165;10618;40814;0
9;1;0;1;1;1;0;0;0;0;1;1;7;73;20682;4;0;2;13;13;63821;395202844;0;1;0;0;0;1;1;4;56;149;32642;6931;37952;64267;53854;19181;39411;60438;3226;40193;65300;31039;0
8;2;0;1;1;1;0;0;0;0;0;0;7;64;36889;3;3;0;9;8;48318;1403663066;1;0;0;0;0;0;0;0;145;208;11508;33984;9430;21674;15140;9922;38535;788;62935;11617;20467;28132;0
7;3;0;1;1;1;0;0;0;0;1;0;7;141;47347;7;3;3;6;5;31405;1256064298;0;0;0;1;1;0;0;6;58;40;37412;59104;29311;28332;42205;47400;26864;5449;418;15064;24193;40894;0
6;4;0;1;1;1;0;0;0;0;1;0;7;183;48065;3;1;3;5;6;38856;4038783880;1;0;0;0;1;1;0;5;80;178;37283;62583;19649;51306;16425;53349;1714;5471;13160;21283;3973;16126;0
5;5;0;1;1;1;0;0;0;0;1;0;7;161;60500;1;1;1;9;11;43505;2521573878;1;0;1;1;0;1;1;1;0;85;3305;57872;32732;56168;58443;60084;23493;30373;40660;61922;8876;34915;0
4;6;0;1;1;1;0;0;0;0;1;0;7;201;39657;7;3;2;8;9;50779;2187986855;1;1;1;1;0;0;0;0;58;149;38014;5839;60195;3359;32714;47706;18606;6117;41340;48817;4416;16444;0
3;7;0;1;1;1;0;0;0;0;1;0;7;168;14963;0;0;0;12;6;21674;3735563448;0;1;1;1;0;0;0;6;11;252;21230;53006;53412;37589;53453;48115;8908;21666;18688;50775;43548;21181;0
2;0;1;1;1;1;0;0;0;0;1;0;7;0;40302;3;3;2;0;0;28984;2144179162;1;1;0;0;0;1;0;5;44;109;19062;39827;39737;24343;1317;49344;12955;48901;12577;37992;39083;52754;0
1;1;1;1;1;1;0;0;0;0;0;0;7;238;23040;0;0;2;5;15;29621;2287712302;1;0;1;1;1;1;1;3;87;124;32681;1285;16584;51693;63969;56368;36972;15997;14948;52912;25852;41745;0
0;2;1;1;1;1;0;0;0;0;1;0;7;111;54627;1;1;2;6;12;39641;4014061650;1;0;0;0;0;0;0;3;166;80;38319;56637;41790;33088;43997;51096;40628;43443;33419;52053;36952;62224;0
31;2;1;1;1;1;0;0;0;0;0;1;7;92;51171;5;0;2;1;9;14104;836018998;1;0;0;1;0;0;1;4;218;107;23196;58376;15312;58673;59085;1125;47390;37637;52964;49168;14332;55377;0
30;3;1;1;1;1;0;0;0;0;0;0;7;107;15887;0;0;0;5;12;42785;2207017766;0;1;1;0;0;1;0;6;167;122;60016;52811;53185;34893;4113;8221;29579;29287;55081;42702;62234;29230;0
29;4;1;1;1;1;0;0;0;0;0;1;7;195;32801;4;2;0;2;0;11857;2261057852;0;1;1;1;1;1;0;5;129;146;25137;57406;65;10745;41495;16340;18155;38323;42405;14718;4110;45116;0
28;5;1;1;1;1;0;0;0;0;0;1;7;197;5767;2;1;2;8;3;25465;1698606482;0;0;1;0;1;1;0;4;79;160;47513;47659;59927;32849;61145;31989;56888;37503;6383;51661;25380;12269;0
27;6;1;1;1;1;0;0;0;0;1;1;7;233;29159;4;3;0;2;0;21276;698975615;0;0;0;1;1;0;1;5;204;64;9331;13355;63789;36430;5047;59452;16647;7359;52772;32799;12985;853;0
24;1;0;0;0;0;1;0;0;0;1;0;8;40;41735;7;3;0;9;13;48921;2145300;1;1;0;0;0;1;1;4;142;128;53352;4682;40950;14194;61137;64608;25883;11796;48362;3602;8400;3499;0
14;3;1;0;0;0;1;0;0;0;0;0;8;0;0;0;0;0;0;0;0;3221227202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40592;0
13;4;1;0;0;0;1;0;0;0;0;0;8;97;0;0;0;0;0;8;28203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9216;1164;0;43904;32877;42006;15184;0;0
12;5;1;0;0;0;1;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32768;55693;0;43008;3807;0;0;0;0;0
11;6;1;0;0;0;1;0;0;0;0;0;8;10;624;6;1;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;7;1;0;0;0;1;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16384;2084;59904;2895;0
9;0;0;1;0;0;1;0;0;0;1;0;9;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;1;0;1;0;0;1;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12800;0
7;2;0;1;0;0;1;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65532;28284;11425;58286;1049;2;570;2994;56791;0
6;3;0;1;0;0;1;0;0;0;0;0;9;123;22204;1;3;3;13;15;13793;369230415;1;1;0;1;0;1;1;6;192;190;20279;119;9170;54126;58002;59613;9324;54544;19776;23081;30091;12007;0
5;4;0;1;0;0;1;0;0;0;1;1;9;47;25532;2;1;1;0;15;4310;464765063;1;0;0;1;0;0;0;6;250;16;2280;26271;47596;60274;35046;64901;45130;55185;28303;54024;22852;62939;0
4;5;0;1;0;0;1;0;0;0;1;1;9;172;14726;3;0;3;8;2;57702;520194942;1;0;1;1;1;1;0;7;192;38;38600;12202;32295;51027;38970;52390;60790;36604;13416;42439;13879;49497;0
3;6;0;1;0;0;1;0;0;0;0;1;9;67;45137;0;3;3;7;14;23009;256320319;1;1;1;0;0;1;1;3;39;195;2273;53238;1702;55711;44140;29097;57581;59945;28606;38689;55906;47938;0
2;7;0;1;0;0;1;0;0;0;1;0;9;128;43122;3;0;2;14;8;7994;2718372435;1;0;0;1;0;1;1;1;92;167;16883;60500;1414;7200;35248;39753;51747;54886;23424;20189;62974;39419;0
1;0;1;1;0;0;1;0;0;0;1;1;9;77;56192;6;0;0;12;8;65482;2114879841;0;1;0;0;0;1;0;0;226;82;31696;19446;18308;21330;22629;35305;5371;1517;63305;47147;35595;2652;0
0;1;1;1;0;0;1;0;0;0;1;0;9;148;10163;3;1;2;5;8;53660;195930570;1;0;1;1;0;0;0;5;111;162;20138;35771;10973;6829;3125;50183;29051;28734;14650;55786;12034;19762;0
29;3;1;1;0;0;1;0;0;0;1;0;9;34;30704;4;0;2;9;15;18243;1835221956;1;0;1;1;1;1;1;1;41;210;6207;10606;31753;28929;41262;44558;44372;64149;28292;25611;51831;24180;0
28;4;1;1;0;0;1;0;0;0;1;1;9;4;55705;1;3;2;5;6;43416;2874978131;1;1;0;1;1;1;0;1;255;12;12726;27450;8968;58577;21055;59543;30525;935;50640;65299;19471;18579;0
27;5;1;1;0;0;1;0;0;0;0;0;9;87;37396;0;1;2;10;7;29520;3903962053;1;1;0;1;1;0;0;1;198;25;14075;25083;45075;55372;38385;47779;64097;55985;7129;53906;594;26227;0
26;6;1;1;0;0;1;0;0;0;0;1;9;185;26028;6;1;2;3;0;49921;3532773604;1;0;0;1;0;1;0;2;65;113;8702;3612;44862;54182;17807;64049;34099;7755;9935;16845;22376;26877;0
25;7;1;1;0;0;1;0;0;0;1;1;9;141;17132;4;3;2;10;4;33122;2068342786;0;0;1;1;0;1;1;7;103;85;22954;60356;19359;31565;26154;3686;31295;61414;32696;1050;32959;7024;0
24;0;0;0;1;0;1;0;0;0;0;1;10;9;39476;6;2;3;11;2;47338;1446988358;0;0;0;1;1;1;0;7;228;137;38709;3553;23252;47009;48392;39815;24926;59198;46107;62082;14366;4433;0
23;1;0;0;1;0;1;0;0;0;1;1;10;141;25752;3;3;1;6;11;28302;3002088378;1;1;1;1;0;1;1;4;58;216;36964;24656;29444;5406;50823;39152;60305;15620;18627;52947;47709;42298;0
22;2;0;0;1;0;1;0;0;0;1;1;10;38;10841;1;2;2;7;12;51725;1776997572;1;1;0;1;0;1;1;5;109;195;7995;7766;41305;9326;32469;38265;41246;5317;61756;27276;47132;61532;0
21;3;0;0;1;0;1;0;0;0;1;1;10;38;16987;0;1;3;13;12;10966;318540476;0;0;1;0;1;1;0;5;180;122;10033;60171;57646;31035;61678;2850;16505;22811;64554;43508;54471;11309;0
20;4;0;0;1;0;1;0;0;0;1;1;10;106;15072;1;0;2;9;14;5815;2397694191;1;0;0;1;0;1;0;4;22;189;42365;52281;58498;43905;13070;65270;60946;6535;2163;28017;28783;64402;0
19;5;0;0;1;0;1;0;0;0;1;0;10;124;17177;3;2;3;12;7;57169;3746824567;0;1;1;1;1;1;0;5;207;69;10843;44882;33751;21523;37099;22542;35242;13816;32655;23941;29832;1391;0
18;6;0;0;1;0;1;0;0;0;1;0;10;15;63107;2;0;3;12;8;49328;2635763284;1;1;1;0;0;0;1;2;150;11;34576;22094;48207;40380;25879;8356;25218;9665;18260;30499;34582;52215;0
17;7;0;0;1;0;1;0;0;0;0;0;10;123;64086;6;0;1;7;6;39319;3110323193;0;0;0;0;1;0;0;7;98;243;28870;11623;47194;23200;8218;12779;46044;39;48428;14241;32846;29418;0
16;0;1;0;1;0;1;0;0;0;1;1;10;253;63116;6;0;3;6;9;18151;2344152566;1;1;1;0;0;0;1;1;37;241;14690;26010;14597;43689;26588;8247;60913;6533;12895;10968;19900;48492;0
15;1;1;0;1;0;1;0;0;0;0;0;10;120;27028;0;1;0;5;9;65291;1185859084;1;1;0;0;0;0;0;1;184;249;18019;22228;53410;62566;24172;714;52299;29200;8367;37709;10655;61795;0
14;2;1;0;1;0;1;0;0;0;1;0;10;149;1149;1;0;2;1;11;47247;1131033450;1;1;0;1;1;1;1;0;211;211;55420;27659;36889;11060;9564;11830;23315;21782;32239;20641;20345;61088;0
13;3;1;0;1;0;1;0;0;0;1;1;10;11;43518;5;1;0;4;13;2919;57661225;0;0;1;0;0;1;1;5;136;191;52122;9004;35066;63878;16546;15237;28216;56779;63164;45643;43860;42495;0
12;4;1;0;1;0;1;0;0;0;0;1;10;80;6185;6;1;0;15;8;40322;40953342;1;1;1;1;0;1;0;1;201;80;31831;39699;24263;12180;665;57439;25630;60250;30658;23527;38972;47486;0
11;5;1;0;1;0;1;0;0;0;0;0;10;196;17652;5;0;2;8;6;47531;4062385167;1;0;0;0;0;0;1;4;211;16;21127;17647;13670;32334;33870;16544;13082;28491;41580;44366;4454;42925;0
10;6;1;0;1;0;1;0;0;0;1;1;10;180;48461;4;0;3;13;0;3343;3306476347;1;1;0;1;1;1;1;3;13;168;12593;40703;26005;29265;10855;8101;43767;61690;42615;62659;26069;22745;0
9;7;1;0;1;0;1;0;0;0;0;0;10;100;13207;4;0;2;12;0;9919;2605640183;0;0;0;0;0;1;1;5;222;125;64984;18971;26422;65436;58344;39225;53370;28087;33151;16196;44354;10696;0
8;0;0;1;1;0;1;0;0;0;0;0;11;208;18797;6;1;0;11;6;47895;1515187693;1;0;1;1;0;1;0;5;170;80;49843;54210;40099;26515;37768;55453;33609;32059;1404;34236;30200;53876;0
7;1;0;1;1;0;1;0;0;0;0;0;11;62;63992;2;3;3;9;1;28830;1104538682;0;0;1;0;0;0;1;3;244;228;52472;20308;11559;7845;21694;10164;2322;40726;11774;46272;9089;31609;0
6;2;0;1;1;0;1;0;0;0;0;0;11;87;59127;6;0;1;12;8;34464;3083680788;1;1;1;1;1;0;0;0;255;113;44410;10192;60014;57858;8708;24946;64682;46151;53501;65408;63052;832;0
